trade_id,settlement_date,trade_time,trade_type,bond_type,bond_name,seller,seller_trader,buyer,buyer_trader,net_price,yield_rate,nominal_amount,settlement_amount,trade_date
TR844580,2023-01-20,2023-01-20 16:52:38,Negotiate,国债,债券A,机构C,交易员1,机构D,交易员3,102.14,3.32,5695,5816.87,2023-01-20
TR356642,2023-03-08,2023-03-08 12:56:51,RFQ,政策性金融债,债券D,机构B,交易员4,机构E,交易员2,99.71,3.3,4600,4586.66,2023-03-08
TR337926,2023-03-17,2023-03-17 09:33:31,Negotiate,国债,债券E,机构E,交易员2,机构A,交易员1,97.41,3.93,2582,2515.13,2023-03-17
TR755250,2023-03-24,2023-03-24 16:08:15,RFQ,国债,债券C,机构E,交易员4,机构A,交易员5,103.51,3.04,9267,9592.27,2023-03-24
TR498782,2023-05-27,2023-05-27 14:30:05,RFQ,政策性金融债,债券B,机构B,交易员5,机构A,交易员4,96.61,4.08,5651,5459.43,2023-05-27
TR367434,2023-08-06,2023-08-06 09:13:09,Negotiate,企业债,债券C,机构C,交易员1,机构D,交易员5,97.2,4.1,6828,6636.82,2023-08-06
TR196588,2023-12-23,2023-12-23 15:51:44,RFQ,政策性金融债,债券A,机构D,交易员4,机构C,交易员2,104.84,3.97,4320,4529.09,2023-12-23
TR783978,2023-02-16,2023-02-16 15:04:45,Negotiate,企业债,债券D,机构C,交易员4,机构A,交易员1,96.52,3.01,5602,5407.05,2023-02-16
TR518263,2023-05-08,2023-05-08 11:33:55,RFQ,国债,债券B,机构E,交易员2,机构A,交易员5,103.05,2.54,8991,9265.23,2023-05-08
TR560133,2023-01-31,2023-01-31 10:13:44,Negotiate,政策性金融债,债券D,机构C,交易员3,机构A,交易员1,95.42,2.95,8972,8561.08,2023-01-31
TR244235,2023-03-30,2023-03-30 09:03:03,RFQ,政策性金融债,债券D,机构E,交易员5,机构D,交易员3,98.31,4.18,8850,8700.43,2023-03-30
TR249305,2023-12-25,2023-12-25 13:54:54,RFQ,政策性金融债,债券D,机构C,交易员2,机构E,交易员5,97.75,4.5,1135,1109.46,2023-12-25
TR918068,2023-07-07,2023-07-07 09:55:27,RFQ,企业债,债券D,机构A,交易员4,机构B,交易员3,103.64,4.75,1070,1108.95,2023-07-07
TR963808,2023-10-28,2023-10-28 12:15:00,RFQ,国债,债券D,机构A,交易员1,机构D,交易员3,95.98,3.12,6936,6657.17,2023-10-28
TR365003,2023-09-04,2023-09-04 12:38:39,RFQ,企业债,债券B,机构A,交易员5,机构E,交易员1,100.99,4.09,8410,8493.26,2023-09-04
TR171807,2023-09-11,2023-09-11 10:54:29,Negotiate,政策性金融债,债券C,机构A,交易员2,机构C,交易员5,104.54,2.94,2627,2746.27,2023-09-11
TR196049,2023-11-02,2023-11-02 11:19:40,RFQ,政策性金融债,债券C,机构D,交易员3,机构C,交易员5,100.35,4.79,5002,5019.51,2023-11-02
TR216466,2023-08-07,2023-08-07 16:02:06,Negotiate,政策性金融债,债券A,机构B,交易员3,机构C,交易员2,95.98,2.71,1398,1341.8,2023-08-07
TR504240,2023-10-03,2023-10-03 10:43:24,RFQ,国债,债券D,机构A,交易员3,机构B,交易员4,101.91,4.21,2347,2391.83,2023-10-03
TR135102,2023-07-16,2023-07-16 15:35:28,Negotiate,政策性金融债,债券B,机构B,交易员5,机构A,交易员1,98.89,3.08,3033,2999.33,2023-07-16
TR187206,2023-08-21,2023-08-21 15:12:40,Negotiate,企业债,债券C,机构A,交易员4,机构D,交易员1,102.67,4.27,2712,2784.41,2023-08-21
TR576293,2023-08-15,2023-08-15 16:43:15,Negotiate,国债,债券B,机构C,交易员1,机构A,交易员4,104.49,4.02,4647,4855.65,2023-08-15
TR896563,2023-06-07,2023-06-07 09:25:11,RFQ,企业债,债券B,机构D,交易员5,机构C,交易员1,98.5,4.06,9638,9493.43,2023-06-07
TR652745,2023-07-28,2023-07-28 14:08:29,RFQ,企业债,债券C,机构A,交易员3,机构E,交易员5,99.19,3.17,2705,2683.09,2023-07-28
TR257008,2023-06-12,2023-06-12 14:50:28,RFQ,政策性金融债,债券E,机构B,交易员1,机构E,交易员1,101.17,4.43,2329,2356.25,2023-06-12
TR484591,2023-05-21,2023-05-21 09:40:52,RFQ,国债,债券D,机构E,交易员1,机构B,交易员5,96.99,3.35,6597,6398.43,2023-05-21
TR388460,2023-01-19,2023-01-19 14:32:14,RFQ,政策性金融债,债券C,机构B,交易员5,机构A,交易员3,102.94,3.11,9256,9528.13,2023-01-19
TR417376,2023-01-07,2023-01-07 16:56:04,RFQ,政策性金融债,债券A,机构C,交易员1,机构A,交易员5,98.16,4.25,7774,7630.96,2023-01-07
TR255903,2023-07-22,2023-07-22 14:52:09,Negotiate,国债,债券B,机构D,交易员4,机构E,交易员5,101.47,4.22,9231,9366.7,2023-07-22
TR961763,2023-03-27,2023-03-27 16:44:30,RFQ,国债,债券C,机构A,交易员4,机构B,交易员3,101.63,3.59,7666,7790.96,2023-03-27
TR608919,2023-05-22,2023-05-22 13:10:58,RFQ,国债,债券C,机构D,交易员2,机构A,交易员4,96.59,4.71,3687,3561.27,2023-05-22
TR213556,2023-04-03,2023-04-03 10:06:53,RFQ,企业债,债券E,机构A,交易员1,机构D,交易员3,97.72,2.55,5725,5594.47,2023-04-03
TR259340,2023-10-19,2023-10-19 10:22:41,Negotiate,企业债,债券A,机构C,交易员3,机构E,交易员2,98.99,4.84,3520,3484.45,2023-10-19
TR184278,2023-08-14,2023-08-14 13:15:51,Negotiate,政策性金融债,债券B,机构E,交易员2,机构B,交易员2,98.32,2.92,1813,1782.54,2023-08-14
TR341585,2023-04-09,2023-04-09 14:28:59,Negotiate,企业债,债券A,机构B,交易员3,机构D,交易员3,97.38,4.39,7493,7296.68,2023-04-09
TR217855,2023-04-14,2023-04-14 11:32:26,RFQ,政策性金融债,债券C,机构A,交易员4,机构C,交易员5,100.05,3.47,8029,8033.01,2023-04-14
TR394472,2023-09-15,2023-09-15 10:52:25,RFQ,企业债,债券D,机构B,交易员1,机构C,交易员2,104.09,2.99,2698,2808.35,2023-09-15
TR346035,2023-02-27,2023-02-27 12:03:23,RFQ,国债,债券E,机构B,交易员3,机构D,交易员1,95.18,3.54,8248,7850.45,2023-02-27
TR504788,2023-04-15,2023-04-15 13:00:26,RFQ,国债,债券A,机构B,交易员5,机构D,交易员2,95.68,2.66,1745,1669.62,2023-04-15
TR437945,2023-04-08,2023-04-08 10:13:55,Negotiate,国债,债券D,机构D,交易员1,机构A,交易员1,104.89,3.84,6013,6307.04,2023-04-08
TR931214,2023-11-29,2023-11-29 15:24:02,Negotiate,国债,债券E,机构D,交易员1,机构A,交易员3,104.58,2.74,5150,5385.87,2023-11-29
TR763278,2023-12-04,2023-12-04 13:33:04,RFQ,政策性金融债,债券C,机构C,交易员1,机构D,交易员1,100.75,3.73,1756,1769.17,2023-12-04
TR773292,2023-05-24,2023-05-24 15:58:51,Negotiate,企业债,债券A,机构B,交易员2,机构A,交易员4,103.72,3.03,4223,4380.1,2023-05-24
TR694438,2023-07-10,2023-07-10 12:00:50,RFQ,政策性金融债,债券C,机构B,交易员2,机构D,交易员2,103.98,3.51,2638,2742.99,2023-07-10
TR272640,2023-10-22,2023-10-22 09:22:55,Negotiate,国债,债券E,机构B,交易员1,机构D,交易员2,100.37,4.46,5959,5981.05,2023-10-22
TR132849,2023-01-04,2023-01-04 12:41:11,Negotiate,企业债,债券B,机构D,交易员1,机构A,交易员2,102.11,2.61,2285,2333.21,2023-01-04
TR220313,2023-08-04,2023-08-04 13:21:17,Negotiate,政策性金融债,债券E,机构B,交易员3,机构D,交易员3,95.25,3.38,9762,9298.31,2023-08-04
TR574054,2023-04-15,2023-04-15 16:28:25,RFQ,政策性金融债,债券E,机构A,交易员4,机构C,交易员3,97.63,4.34,9035,8820.87,2023-04-15
TR721097,2023-09-04,2023-09-04 12:56:12,RFQ,国债,债券E,机构D,交易员4,机构B,交易员1,96.36,3.84,8495,8185.78,2023-09-04
TR891778,2023-07-29,2023-07-29 13:58:22,Negotiate,企业债,债券E,机构C,交易员1,机构A,交易员4,95.66,2.72,5860,5605.68,2023-07-29
TR197294,2023-12-08,2023-12-08 10:46:02,Negotiate,企业债,债券E,机构A,交易员4,机构E,交易员4,95.45,3.08,4106,3919.18,2023-12-08
TR924339,2023-02-11,2023-02-11 09:35:47,RFQ,企业债,债券D,机构E,交易员5,机构C,交易员1,102.0,2.71,4940,5038.8,2023-02-11
TR531564,2023-08-21,2023-08-21 12:31:28,RFQ,企业债,债券E,机构A,交易员4,机构C,交易员2,99.7,3.13,2064,2057.81,2023-08-21
TR273879,2023-02-06,2023-02-06 13:31:05,RFQ,企业债,债券C,机构A,交易员5,机构C,交易员4,103.09,4.16,5545,5716.34,2023-02-06
TR276337,2023-08-18,2023-08-18 11:38:57,Negotiate,企业债,债券C,机构C,交易员3,机构D,交易员5,102.82,4.83,2378,2445.06,2023-08-18
TR417073,2023-02-13,2023-02-13 10:25:26,Negotiate,企业债,债券D,机构E,交易员2,机构D,交易员3,96.83,4.16,9406,9107.83,2023-02-13
TR243862,2023-09-21,2023-09-21 09:54:12,RFQ,企业债,债券A,机构E,交易员1,机构D,交易员1,103.25,4.56,8946,9236.75,2023-09-21
TR928496,2023-09-13,2023-09-13 10:43:37,Negotiate,国债,债券D,机构D,交易员1,机构B,交易员3,95.74,2.89,3829,3665.88,2023-09-13
TR725554,2023-06-18,2023-06-18 15:17:01,Negotiate,企业债,债券E,机构A,交易员5,机构D,交易员2,102.23,3.6,3030,3097.57,2023-06-18
TR730212,2023-01-12,2023-01-12 15:57:55,RFQ,政策性金融债,债券A,机构C,交易员4,机构B,交易员2,102.16,4.19,7454,7615.01,2023-01-12
TR772376,2023-04-07,2023-04-07 16:25:04,RFQ,国债,债券E,机构E,交易员4,机构D,交易员2,95.03,3.23,7605,7227.03,2023-04-07
TR758495,2023-07-20,2023-07-20 14:43:41,RFQ,国债,债券A,机构B,交易员1,机构C,交易员5,102.38,4.21,7850,8036.83,2023-07-20
TR832253,2023-08-09,2023-08-09 11:26:25,RFQ,国债,债券A,机构C,交易员5,机构B,交易员2,104.55,3.08,2750,2875.12,2023-08-09
TR740395,2023-10-14,2023-10-14 10:00:40,RFQ,国债,债券E,机构A,交易员2,机构D,交易员2,100.85,2.59,3632,3662.87,2023-10-14
TR128076,2023-03-19,2023-03-19 16:03:06,Negotiate,企业债,债券D,机构A,交易员5,机构C,交易员4,104.69,3.26,5572,5833.33,2023-03-19
TR751914,2023-08-29,2023-08-29 16:35:05,Negotiate,政策性金融债,债券A,机构C,交易员2,机构B,交易员4,97.38,3.04,6043,5884.67,2023-08-29
TR872490,2023-01-24,2023-01-24 12:05:15,RFQ,政策性金融债,债券A,机构C,交易员5,机构D,交易员3,95.41,3.65,1288,1228.88,2023-01-24
TR279349,2023-06-28,2023-06-28 13:21:16,RFQ,企业债,债券C,机构E,交易员5,机构C,交易员4,95.15,3.0,7415,7055.37,2023-06-28
TR135691,2023-06-23,2023-06-23 14:39:58,RFQ,政策性金融债,债券E,机构C,交易员4,机构B,交易员1,98.65,4.18,8954,8833.12,2023-06-23
TR577644,2023-01-14,2023-01-14 09:00:31,RFQ,国债,债券B,机构E,交易员1,机构A,交易员3,97.03,3.57,1175,1140.1,2023-01-14
TR553455,2023-05-09,2023-05-09 15:21:07,Negotiate,国债,债券A,机构A,交易员3,机构D,交易员5,99.91,3.85,8833,8825.05,2023-05-09
TR733196,2023-12-15,2023-12-15 11:44:06,Negotiate,企业债,债券A,机构D,交易员2,机构C,交易员5,95.94,2.85,5405,5185.56,2023-12-15
TR257894,2023-03-19,2023-03-19 13:11:21,Negotiate,政策性金融债,债券D,机构D,交易员2,机构C,交易员1,102.52,2.99,6654,6821.68,2023-03-19
TR491479,2023-01-16,2023-01-16 12:25:14,Negotiate,国债,债券C,机构C,交易员3,机构B,交易员1,96.64,4.28,8081,7809.48,2023-01-16
TR965096,2023-11-08,2023-11-08 12:34:21,Negotiate,国债,债券C,机构C,交易员4,机构A,交易员1,97.63,4.86,3742,3653.31,2023-11-08
TR887800,2023-05-10,2023-05-10 09:47:08,Negotiate,政策性金融债,债券E,机构B,交易员5,机构A,交易员3,101.4,2.56,4821,4888.49,2023-05-10
TR608261,2023-06-15,2023-06-15 15:09:41,Negotiate,政策性金融债,债券D,机构D,交易员2,机构E,交易员1,103.23,4.63,4686,4837.36,2023-06-15
TR180452,2023-09-21,2023-09-21 11:47:48,Negotiate,企业债,债券E,机构B,交易员1,机构C,交易员4,99.23,3.23,2509,2489.68,2023-09-21
TR570292,2023-11-23,2023-11-23 11:38:49,RFQ,企业债,债券E,机构C,交易员4,机构B,交易员3,100.75,3.89,9110,9178.33,2023-11-23
TR615721,2023-04-30,2023-04-30 12:19:18,RFQ,企业债,债券A,机构D,交易员3,机构E,交易员2,103.27,3.17,6548,6762.12,2023-04-30
TR608355,2023-03-16,2023-03-16 10:07:27,Negotiate,企业债,债券B,机构B,交易员5,机构C,交易员4,100.23,3.56,4227,4236.72,2023-03-16
TR993271,2023-07-13,2023-07-13 13:10:41,RFQ,政策性金融债,债券A,机构C,交易员5,机构E,交易员5,99.44,4.26,6624,6586.91,2023-07-13
TR594802,2023-06-11,2023-06-11 11:05:35,Negotiate,企业债,债券E,机构C,交易员4,机构E,交易员5,102.97,2.97,9642,9928.37,2023-06-11
TR728948,2023-02-21,2023-02-21 13:06:20,RFQ,国债,债券D,机构C,交易员1,机构D,交易员3,103.53,4.8,6869,7111.48,2023-02-21
TR225217,2023-10-10,2023-10-10 16:46:08,RFQ,政策性金融债,债券A,机构A,交易员2,机构D,交易员4,103.27,4.89,4171,4307.39,2023-10-10
TR419338,2023-01-29,2023-01-29 12:32:10,Negotiate,企业债,债券A,机构C,交易员5,机构A,交易员3,96.97,3.98,9466,9179.18,2023-01-29
TR326404,2023-05-07,2023-05-07 12:18:33,Negotiate,国债,债券B,机构B,交易员2,机构D,交易员3,98.32,3.22,7985,7850.85,2023-05-07
TR850990,2023-07-19,2023-07-19 16:01:22,Negotiate,政策性金融债,债券A,机构B,交易员1,机构A,交易员5,104.18,2.95,7740,8063.53,2023-07-19
TR576349,2023-05-23,2023-05-23 16:45:11,Negotiate,国债,债券D,机构A,交易员1,机构D,交易员2,99.8,4.94,7596,7580.81,2023-05-23
TR421970,2023-05-21,2023-05-21 12:24:32,RFQ,政策性金融债,债券C,机构B,交易员2,机构A,交易员4,104.18,2.68,1467,1528.32,2023-05-21
TR752791,2023-11-03,2023-11-03 09:15:59,RFQ,企业债,债券B,机构A,交易员5,机构B,交易员2,97.01,3.03,1434,1391.12,2023-11-03
TR467792,2023-12-11,2023-12-11 09:41:19,Negotiate,政策性金融债,债券B,机构C,交易员2,机构E,交易员5,100.06,3.4,1443,1443.87,2023-12-11
TR677988,2023-04-26,2023-04-26 12:15:50,RFQ,企业债,债券B,机构B,交易员1,机构E,交易员4,104.42,4.31,8587,8966.55,2023-04-26
TR628894,2023-11-23,2023-11-23 10:01:46,RFQ,企业债,债券A,机构E,交易员5,机构D,交易员1,97.47,2.93,2290,2232.06,2023-11-23
TR690505,2023-10-30,2023-10-30 16:57:11,RFQ,政策性金融债,债券C,机构B,交易员1,机构D,交易员1,99.64,3.89,7205,7179.06,2023-10-30
TR386671,2023-03-30,2023-03-30 16:59:41,Negotiate,国债,债券B,机构E,交易员3,机构A,交易员5,97.34,4.45,6836,6654.16,2023-03-30
TR851918,2023-05-02,2023-05-02 10:10:12,Negotiate,政策性金融债,债券E,机构B,交易员2,机构E,交易员4,98.67,3.06,4824,4759.84,2023-05-02
TR792397,2023-06-05,2023-06-05 14:27:51,Negotiate,政策性金融债,债券A,机构A,交易员4,机构D,交易员3,104.03,4.66,4480,4660.54,2023-06-05
TR513815,2023-02-13,2023-02-13 10:30:05,RFQ,国债,债券C,机构D,交易员1,机构E,交易员3,101.21,2.55,6957,7041.18,2023-02-13
TR197579,2023-11-28,2023-11-28 11:14:02,Negotiate,企业债,债券D,机构D,交易员2,机构C,交易员2,102.24,3.34,7483,7650.62,2023-11-28
TR691795,2023-03-25,2023-03-25 10:20:21,RFQ,国债,债券D,机构B,交易员5,机构C,交易员4,104.74,2.94,7409,7760.19,2023-03-25
TR533519,2023-11-03,2023-11-03 09:45:18,RFQ,企业债,债券A,机构E,交易员1,机构B,交易员4,99.66,3.82,8125,8097.38,2023-11-03
TR607768,2023-08-02,2023-08-02 16:11:40,RFQ,企业债,债券E,机构B,交易员1,机构C,交易员5,98.58,4.72,8848,8722.36,2023-08-02
TR574416,2023-02-28,2023-02-28 10:10:58,Negotiate,国债,债券D,机构E,交易员3,机构B,交易员5,103.29,4.99,7486,7732.29,2023-02-28
TR332080,2023-01-29,2023-01-29 10:15:03,RFQ,企业债,债券C,机构B,交易员1,机构A,交易员3,101.57,3.57,3583,3639.25,2023-01-29
TR120925,2023-11-27,2023-11-27 13:35:25,RFQ,企业债,债券A,机构A,交易员4,机构B,交易员2,100.21,2.69,6918,6932.53,2023-11-27
TR263553,2023-12-26,2023-12-26 09:14:18,RFQ,企业债,债券E,机构E,交易员2,机构B,交易员2,95.41,4.64,5439,5189.35,2023-12-26
TR586180,2023-05-11,2023-05-11 11:38:37,Negotiate,企业债,债券E,机构E,交易员1,机构A,交易员1,103.63,2.96,5929,6144.22,2023-05-11
TR786163,2023-05-23,2023-05-23 15:01:25,RFQ,政策性金融债,债券B,机构A,交易员4,机构B,交易员4,99.26,4.86,5320,5280.63,2023-05-23
TR112070,2023-10-26,2023-10-26 09:40:04,Negotiate,企业债,债券E,机构D,交易员5,机构A,交易员5,99.88,3.7,7578,7568.91,2023-10-26
TR941938,2023-07-17,2023-07-17 12:08:53,RFQ,企业债,债券B,机构C,交易员4,机构E,交易员3,104.96,4.65,3113,3267.4,2023-07-17
TR265187,2023-02-22,2023-02-22 12:08:04,Negotiate,企业债,债券A,机构A,交易员5,机构D,交易员5,101.28,2.64,1367,1384.5,2023-02-22
TR732578,2023-04-02,2023-04-02 11:54:28,RFQ,企业债,债券E,机构C,交易员1,机构A,交易员3,97.34,3.12,8539,8311.86,2023-04-02
TR783628,2023-04-11,2023-04-11 12:44:51,RFQ,政策性金融债,债券B,机构C,交易员1,机构A,交易员4,97.06,2.51,1542,1496.67,2023-04-11
TR276884,2023-05-06,2023-05-06 14:07:41,Negotiate,国债,债券A,机构B,交易员5,机构D,交易员4,101.4,3.69,7297,7399.16,2023-05-06
TR879304,2023-08-14,2023-08-14 09:58:50,Negotiate,政策性金融债,债券C,机构B,交易员3,机构E,交易员1,101.67,2.53,3873,3937.68,2023-08-14
TR816665,2023-04-25,2023-04-25 15:28:02,RFQ,企业债,债券C,机构A,交易员3,机构C,交易员5,102.09,4.65,9680,9882.31,2023-04-25
TR587408,2023-12-22,2023-12-22 13:43:39,Negotiate,国债,债券B,机构D,交易员1,机构E,交易员1,97.11,2.78,2599,2523.89,2023-12-22
TR184311,2023-07-26,2023-07-26 13:54:49,Negotiate,企业债,债券E,机构A,交易员3,机构C,交易员3,102.7,4.83,2887,2964.95,2023-07-26
TR486880,2023-09-15,2023-09-15 11:09:03,Negotiate,国债,债券C,机构A,交易员2,机构B,交易员1,100.19,4.71,8831,8847.78,2023-09-15
TR669308,2023-03-16,2023-03-16 14:23:27,RFQ,政策性金融债,债券D,机构B,交易员3,机构C,交易员1,98.51,2.73,7071,6965.64,2023-03-16
TR965156,2023-07-04,2023-07-04 11:44:15,Negotiate,政策性金融债,债券C,机构C,交易员1,机构D,交易员1,97.98,4.1,1043,1021.93,2023-07-04
TR493303,2023-08-27,2023-08-27 13:04:50,RFQ,政策性金融债,债券E,机构B,交易员2,机构A,交易员1,97.92,2.59,9306,9112.44,2023-08-27
TR358111,2023-10-26,2023-10-26 11:54:31,Negotiate,企业债,债券A,机构D,交易员4,机构B,交易员4,104.22,4.33,4685,4882.71,2023-10-26
TR712482,2023-11-18,2023-11-18 13:53:16,RFQ,企业债,债券E,机构D,交易员2,机构C,交易员5,99.38,3.05,7625,7577.73,2023-11-18
TR899765,2023-09-04,2023-09-04 15:50:43,Negotiate,国债,债券C,机构B,交易员1,机构C,交易员1,104.99,3.12,1209,1269.33,2023-09-04
TR246466,2023-05-31,2023-05-31 09:43:23,RFQ,企业债,债券D,机构A,交易员1,机构B,交易员5,97.04,4.22,6282,6096.05,2023-05-31
TR864130,2023-09-16,2023-09-16 11:39:05,Negotiate,政策性金融债,债券B,机构D,交易员3,机构E,交易员4,101.13,4.0,7721,7808.25,2023-09-16
TR383901,2023-10-17,2023-10-17 13:52:56,RFQ,政策性金融债,债券D,机构B,交易员5,机构A,交易员4,95.63,3.75,8304,7941.12,2023-10-17
TR888257,2023-09-16,2023-09-16 15:32:58,RFQ,国债,债券B,机构A,交易员4,机构D,交易员3,96.31,4.36,1688,1625.71,2023-09-16
TR721906,2023-04-17,2023-04-17 16:26:14,RFQ,企业债,债券D,机构D,交易员3,机构E,交易员1,100.65,4.24,2436,2451.83,2023-04-17
TR555469,2023-06-17,2023-06-17 14:35:31,Negotiate,企业债,债券B,机构E,交易员2,机构A,交易员2,101.92,2.53,9632,9816.93,2023-06-17
TR939845,2023-07-28,2023-07-28 13:51:50,Negotiate,国债,债券E,机构C,交易员4,机构D,交易员4,104.35,3.69,1255,1309.59,2023-07-28
TR452569,2023-05-30,2023-05-30 16:06:23,Negotiate,国债,债券B,机构D,交易员3,机构C,交易员2,98.53,2.75,1202,1184.33,2023-05-30
TR394294,2023-04-09,2023-04-09 11:47:22,Negotiate,企业债,债券B,机构B,交易员3,机构C,交易员4,97.52,2.57,1327,1294.09,2023-04-09
TR105801,2023-11-04,2023-11-04 10:03:50,Negotiate,政策性金融债,债券A,机构B,交易员2,机构D,交易员5,103.83,4.19,3483,3616.4,2023-11-04
TR689233,2023-10-30,2023-10-30 14:26:51,Negotiate,企业债,债券C,机构E,交易员2,机构A,交易员5,102.99,3.9,8002,8241.26,2023-10-30
TR849362,2023-09-03,2023-09-03 16:56:44,RFQ,企业债,债券E,机构E,交易员2,机构B,交易员5,98.86,4.67,5874,5807.04,2023-09-03
TR183761,2023-01-03,2023-01-03 12:49:21,RFQ,国债,债券A,机构C,交易员3,机构D,交易员3,101.6,3.33,6478,6581.65,2023-01-03
TR336474,2023-03-07,2023-03-07 15:41:28,Negotiate,企业债,债券D,机构C,交易员2,机构A,交易员2,95.8,4.2,4743,4543.79,2023-03-07
TR301132,2023-02-20,2023-02-20 16:54:32,RFQ,国债,债券D,机构E,交易员4,机构B,交易员2,102.54,4.23,1883,1930.83,2023-02-20
TR490136,2023-05-28,2023-05-28 09:59:03,Negotiate,国债,债券B,机构A,交易员5,机构D,交易员1,96.48,4.86,6306,6084.03,2023-05-28
TR387100,2023-01-09,2023-01-09 13:58:12,Negotiate,国债,债券B,机构E,交易员1,机构B,交易员2,103.67,3.83,1023,1060.54,2023-01-09
TR997917,2023-12-06,2023-12-06 13:29:48,RFQ,政策性金融债,债券E,机构A,交易员4,机构E,交易员1,104.46,3.79,8110,8471.71,2023-12-06
TR884464,2023-06-24,2023-06-24 13:27:20,RFQ,企业债,债券D,机构D,交易员3,机构E,交易员4,99.06,4.47,7030,6963.92,2023-06-24
TR496562,2023-07-28,2023-07-28 16:34:58,RFQ,企业债,债券E,机构E,交易员3,机构D,交易员5,102.19,4.62,4872,4978.7,2023-07-28
TR541031,2023-02-14,2023-02-14 15:57:52,RFQ,企业债,债券E,机构B,交易员4,机构E,交易员2,95.73,4.71,4357,4170.96,2023-02-14
TR797686,2023-08-23,2023-08-23 13:12:56,RFQ,国债,债券A,机构D,交易员3,机构C,交易员4,95.61,3.51,7816,7472.88,2023-08-23
TR805521,2023-07-29,2023-07-29 11:59:50,RFQ,国债,债券D,机构D,交易员1,机构A,交易员5,95.35,2.9,5873,5599.91,2023-07-29
TR609644,2023-05-22,2023-05-22 14:34:14,RFQ,政策性金融债,债券C,机构C,交易员1,机构B,交易员4,104.97,4.45,4187,4395.09,2023-05-22
TR880684,2023-08-24,2023-08-24 13:49:01,Negotiate,国债,债券C,机构E,交易员2,机构A,交易员2,101.6,4.41,9000,9144.0,2023-08-24
TR105159,2023-05-06,2023-05-06 09:32:26,Negotiate,国债,债券E,机构E,交易员4,机构A,交易员4,97.78,4.25,6472,6328.32,2023-05-06
TR312377,2023-11-24,2023-11-24 09:18:45,Negotiate,国债,债券A,机构E,交易员5,机构D,交易员5,99.58,3.3,2573,2562.19,2023-11-24
TR807323,2023-12-25,2023-12-25 12:35:28,RFQ,政策性金融债,债券B,机构D,交易员4,机构A,交易员3,96.39,4.69,2457,2368.3,2023-12-25
TR136793,2023-01-13,2023-01-13 09:43:02,Negotiate,政策性金融债,债券D,机构C,交易员2,机构B,交易员3,102.2,3.11,7287,7447.31,2023-01-13
TR783694,2023-05-24,2023-05-24 14:31:02,RFQ,政策性金融债,债券B,机构A,交易员1,机构E,交易员1,95.94,2.99,1725,1654.96,2023-05-24
TR948859,2023-07-02,2023-07-02 12:32:39,Negotiate,政策性金融债,债券B,机构B,交易员5,机构E,交易员2,96.93,3.01,1715,1662.35,2023-07-02
TR190910,2023-05-31,2023-05-31 14:02:12,Negotiate,政策性金融债,债券C,机构D,交易员2,机构C,交易员1,104.86,4.48,8284,8686.6,2023-05-31
TR237305,2023-11-23,2023-11-23 12:01:14,RFQ,企业债,债券C,机构B,交易员4,机构A,交易员1,95.22,4.78,5686,5414.21,2023-11-23
TR524671,2023-01-16,2023-01-16 15:32:47,Negotiate,政策性金融债,债券B,机构C,交易员1,机构B,交易员2,97.1,3.43,3236,3142.16,2023-01-16
TR510390,2023-03-04,2023-03-04 16:23:17,Negotiate,政策性金融债,债券D,机构B,交易员4,机构A,交易员5,99.36,4.76,2289,2274.35,2023-03-04
TR575406,2023-07-04,2023-07-04 13:57:55,RFQ,国债,债券B,机构C,交易员5,机构B,交易员5,104.13,3.71,6284,6543.53,2023-07-04
TR664455,2023-12-11,2023-12-11 14:56:00,Negotiate,国债,债券E,机构E,交易员2,机构D,交易员3,103.23,2.96,7209,7441.85,2023-12-11
TR776435,2023-06-29,2023-06-29 09:43:49,RFQ,企业债,债券A,机构C,交易员5,机构E,交易员1,98.64,3.5,1346,1327.69,2023-06-29
TR504933,2023-01-19,2023-01-19 14:27:31,RFQ,政策性金融债,债券E,机构D,交易员2,机构C,交易员4,96.53,2.92,9238,8917.44,2023-01-19
TR691510,2023-02-11,2023-02-11 12:54:31,RFQ,企业债,债券C,机构A,交易员1,机构B,交易员2,103.89,4.3,3190,3314.09,2023-02-11
TR649106,2023-03-03,2023-03-03 15:32:16,RFQ,政策性金融债,债券D,机构D,交易员5,机构B,交易员2,95.88,2.84,9349,8963.82,2023-03-03
TR304513,2023-03-24,2023-03-24 15:30:13,RFQ,政策性金融债,债券D,机构E,交易员2,机构B,交易员1,97.2,3.2,1157,1124.6,2023-03-24
TR284111,2023-04-21,2023-04-21 09:03:39,Negotiate,企业债,债券D,机构D,交易员1,机构E,交易员4,101.83,3.73,5530,5631.2,2023-04-21
TR635353,2023-03-03,2023-03-03 13:50:01,RFQ,国债,债券C,机构C,交易员1,机构E,交易员1,96.94,4.91,6970,6756.72,2023-03-03
TR278733,2023-04-06,2023-04-06 10:16:32,Negotiate,国债,债券C,机构E,交易员5,机构C,交易员3,104.61,2.53,5404,5653.12,2023-04-06
TR239949,2023-11-07,2023-11-07 10:41:22,Negotiate,企业债,债券E,机构E,交易员4,机构B,交易员1,98.63,4.39,2354,2321.75,2023-11-07
TR280477,2023-03-30,2023-03-30 15:25:08,Negotiate,国债,债券A,机构D,交易员1,机构E,交易员1,102.36,3.33,1895,1939.72,2023-03-30
